FID,TPI,TWI,Pente,CircVarAsp,Zone
"2103",0.0000,8.7823,5.4018,0.004,"0"
"2104",0.0000,7.3463,7.2570,0.005,"0"
"2105",0.1922,4.1790,5.8466,0.175,"0"
"2106",0.0000,8.5882,6.8457,0.013,"0"
"2107",0.0564,5.7556,4.5524,0.070,"0"
"2108",0.0000,7.8665,7.6728,0.017,"0"
"2109",0.3462,4.4615,12.6236,0.184,"0"
"2110",0.0499,6.9765,11.4625,0.007,"0"
"2111",0.0387,7.9928,6.0063,0.002,"0"
"2112",0.0000,5.6740,8.4449,0.505,"0"
"2113",0.0000,5.4598,8.3824,0.412,"0"
"2114",0.2670,5.2822,9.0490,0.084,"0"
"2115",0.0810,6.4580,5.0664,0.127,"0"
"2116",0.1006,9.6447,4.8712,0.006,"0"
"2117",0.0000,6.3031,0.5883,0.120,"0"
"2118",0.0000,12.2802,1.7798,0.017,"0"
"2119",0.2292,6.3325,2.5422,0.078,"0"
"2120",0.0738,5.7131,29.1526,0.004,"0"
"2121",0.2143,5.3610,13.1934,0.062,"0"
"2122",0.0000,8.9707,4.6223,0.001,"0"
"2123",0.0747,5.7914,8.4374,0.136,"0"
"2124",0.0000,7.0813,3.8478,0.355,"0"
"2125",0.3665,4.4239,5.1764,0.055,"0"
"2126",0.0000,5.0077,18.1162,0.017,"0"
"2127",0.0274,8.7087,4.4799,0.001,"0"
"2128",0.0750,8.4855,4.4438,0.004,"0"
"2129",0.1024,5.7717,5.5940,0.013,"0"
"2130",0.0985,6.4204,8.3534,0.061,"0"
"2131",0.0568,3.4697,32.5215,0.269,"0"
"2132",0.0086,4.6990,2.6066,0.012,"0"
"2133",0.0000,7.5053,3.3997,0.087,"0"
"2134",0.2264,4.1559,11.9034,0.564,"0"
"2135",0.2595,5.0150,9.9594,0.088,"0"
"2136",0.0642,5.4068,1.5706,0.067,"0"
"2137",0.0000,6.9627,9.1806,0.015,"0"
"2138",0.0939,6.3655,5.2665,0.013,"0"
"2139",0.0474,6.8158,2.3962,0.145,"0"
"2140",0.0000,5.5822,13.3430,0.046,"0"
"2141",0.0327,6.4844,4.4342,0.031,"0"
"2142",0.1051,6.3934,10.0307,0.034,"0"
"2143",0.2822,4.7048,14.7847,0.189,"0"
"2144",0.0740,5.1466,4.8086,0.203,"0"
"2145",0.1197,5.1856,8.6395,0.019,"0"
"2146",0.0000,9.0058,10.9010,0.047,"0"
"2147",0.0000,8.6289,4.2156,0.072,"0"
"2148",0.0000,10.4547,3.8242,0.001,"0"
"2149",0.3567,3.2064,11.9124,0.087,"0"
"2150",0.0000,8.4086,4.1389,0.065,"0"
"2151",0.0481,7.0115,3.9652,0.093,"0"
"2152",0.0392,4.9481,2.8669,0.079,"0"
"2153",0.0000,4.5291,10.3424,0.451,"0"
"2154",0.0000,8.0306,6.7231,0.188,"0"
"2155",0.0000,11.2998,9.9825,0.061,"0"
"2156",0.0000,8.5774,1.7613,0.072,"0"
"2157",0.0709,5.8943,2.1521,0.043,"0"
"2158",0.0000,7.2543,11.9280,0.007,"0"
"2159",0.0000,9.5036,3.2599,0.194,"0"
"2160",0.0182,5.8611,7.2390,0.027,"0"
"2161",0.0000,7.8119,3.2639,0.043,"0"
"2162",0.0000,7.2033,22.7579,0.322,"0"
"2163",0.0709,7.7710,2.8692,0.086,"0"
"2164",0.0000,7.7604,4.3907,0.196,"0"
"2165",0.0000,5.9069,15.0234,0.069,"0"
"2166",0.0000,8.7266,3.9552,0.005,"0"
"2167",0.0000,6.1296,6.1401,0.044,"0"
"2168",0.0000,4.7214,13.5958,0.534,"0"
"2169",0.0000,7.6939,2.9514,0.010,"0"
"2170",0.0000,6.6962,3.1656,0.140,"0"
"2171",0.0160,7.4668,13.7596,0.003,"0"
"2172",0.0000,8.3671,4.9883,0.032,"0"
"2173",0.0000,7.3134,2.3804,0.514,"0"
"2174",0.2728,4.8502,10.2962,0.759,"0"
"2175",0.0000,5.2636,7.5330,0.184,"0"
"2176",0.0665,7.4061,5.0759,0.006,"0"
"2177",0.0000,6.6034,7.7590,0.149,"0"
"2178",0.1854,5.1061,9.2012,0.197,"0"
"2179",0.1309,7.1240,5.9226,0.027,"0"
"2180",0.1486,6.3293,13.1096,0.018,"0"
"2181",0.2898,5.1394,4.8334,0.090,"0"
"2182",0.2693,7.9533,1.9960,0.120,"0"
"2183",0.0741,11.4307,2.4976,0.017,"0"
"2184",0.3537,6.8631,1.4098,0.102,"0"
"2185",0.0401,7.1907,5.0059,0.005,"0"
"2186",0.0000,7.7578,5.4472,0.008,"0"
"2187",0.0238,7.2111,19.5110,0.128,"0"
"2188",0.0897,5.6244,12.8244,0.114,"0"
"2189",0.0000,8.1803,1.4311,0.633,"0"
"2190",0.0000,9.2678,7.2852,0.046,"0"
"2191",0.0732,5.0570,9.1232,0.181,"0"
"2192",0.0000,6.6305,4.7309,0.183,"0"
"2193",0.0000,8.4736,1.5294,0.163,"0"
"2194",0.0876,6.9699,5.7659,0.082,"0"
"2195",0.0217,5.2560,4.6732,0.795,"0"
"2196",0.0000,5.0871,10.1354,0.276,"0"
"2197",0.0000,6.7805,9.6346,0.009,"0"
"2198",0.0000,9.4490,2.9547,0.348,"0"
"2199",0.0555,6.9722,11.9620,0.003,"0"
"2200",0.0000,7.9864,8.0669,0.014,"0"
"2201",0.1988,6.5437,4.9033,0.137,"0"
"2202",0.0000,6.8634,5.8475,0.107,"0"
"2203",0.0717,6.3720,8.6870,0.046,"0"
"2204",0.0000,6.7479,0.5547,0.391,"0"
"2205",0.2755,5.5714,8.4386,0.119,"0"
"2206",0.0393,7.7423,7.3599,0.042,"0"
"2207",0.0148,7.3450,14.4144,0.005,"0"
"2208",0.0000,8.7557,14.6249,0.051,"0"
"2209",0.0000,7.2951,3.9068,0.041,"0"
"2210",0.0000,7.9750,8.8706,0.470,"0"
"2211",0.1312,4.2119,15.8606,0.021,"0"
"2212",0.0000,8.0547,1.8459,0.050,"0"
"2213",0.0000,8.3849,7.0476,0.042,"0"
"2214",0.2803,4.4203,15.0655,0.054,"0"
"2215",0.2476,5.5168,11.9168,0.041,"0"
"2216",0.1726,7.4240,3.5287,0.312,"0"
"2217",0.1595,6.4844,3.1872,0.257,"0"
"2218",0.1952,5.5785,10.3261,0.075,"0"
"2219",0.1582,7.6346,11.7969,0.025,"0"
"2220",0.0000,5.5597,7.3021,0.316,"0"
"2221",0.0000,7.7581,7.5084,0.006,"0"
"2222",0.2113,8.0919,1.2820,0.191,"0"
"2223",0.1033,7.6813,13.6449,0.036,"0"
"2224",0.0240,6.4415,10.1594,0.029,"0"
"2225",0.0718,6.0598,5.6737,0.085,"0"
"2226",0.0823,7.3176,3.5522,0.024,"0"
"2227",0.0832,6.4647,7.1072,0.027,"0"
"2228",0.1591,6.9832,0.7626,0.185,"0"
"2229",0.0000,6.7726,0.5900,0.487,"0"
"2230",0.0619,5.2877,8.7280,0.333,"0"
"2231",0.0740,7.2162,5.8217,0.076,"0"
"2232",0.1371,5.2867,2.8377,0.378,"0"
"2233",0.0000,7.9360,11.3951,0.054,"0"
"2234",0.0000,8.4936,2.2305,0.206,"0"
"2235",0.0128,6.9363,4.7313,0.039,"0"
"2236",0.0000,7.3935,23.4465,0.112,"0"
"2237",0.0000,10.4217,3.2191,0.005,"0"
"2238",0.1187,6.2406,6.8833,0.025,"0"
"2239",0.0000,8.7999,4.9531,0.038,"0"
"2240",0.0000,6.6720,10.7897,0.087,"0"
"2241",0.0000,9.0854,12.6685,0.083,"0"
"2242",0.0000,14.4526,5.6894,0.391,"0"
"2243",0.0000,7.2126,8.3110,0.022,"0"
"2244",0.0000,5.3618,17.1552,0.228,"0"
"2245",0.0592,6.1803,4.5866,0.112,"0"
"2246",0.0000,5.5415,19.9673,0.018,"0"
"2247",0.0000,8.7816,3.1649,0.024,"0"
"2248",0.0000,7.7479,10.5466,0.118,"0"
"2249",0.1544,5.3722,16.8171,0.078,"0"
"2250",0.0612,4.8039,14.8309,0.055,"0"
"2251",0.0117,9.4112,6.4994,0.017,"0"
"2252",0.0758,6.0872,15.2582,0.076,"0"
"2253",0.0000,5.1832,5.6375,0.458,"0"
"2254",0.2014,6.5335,1.5767,0.156,"0"
"2255",0.5280,5.5199,1.3940,0.357,"0"
"2256",0.1610,6.2772,2.5527,0.321,"0"
"2257",0.0000,7.2037,2.3774,0.243,"0"
"2258",0.0675,6.1501,17.9036,0.208,"0"
"2259",0.0000,8.6912,15.7807,0.024,"0"
"2260",0.5643,4.7380,13.3947,0.561,"0"
"2261",0.0000,6.0202,9.4624,0.032,"0"
"2262",0.0000,11.5432,5.3250,0.221,"0"
"2263",0.2230,5.0619,23.0448,0.088,"0"
"2264",0.0000,8.9112,0.9093,0.086,"0"
"2265",0.0000,5.0517,24.7296,0.026,"0"
"2266",0.0000,6.5996,20.3906,0.201,"0"
"2267",0.0000,6.2690,20.5724,0.013,"0"
"2268",0.0585,6.8370,6.3319,0.017,"0"
"2269",0.0000,13.2367,2.0502,0.290,"0"
"2270",0.0537,6.1043,8.8781,0.068,"0"
"2271",0.0000,6.5352,10.6623,0.104,"0"
"2272",0.0000,8.1971,10.4306,0.011,"0"
"2273",0.0000,3.8404,16.6525,0.181,"0"
"2274",0.0000,8.8897,8.0716,0.021,"0"
"2275",0.0000,6.1245,7.5696,0.006,"0"
"2276",0.0409,5.7732,26.6537,0.478,"0"
"2277",0.0000,5.8668,6.6607,0.005,"0"
"2278",0.0000,7.6247,2.8585,0.672,"0"
"2279",0.0000,6.0515,29.7960,0.007,"0"
"2280",0.0000,8.7227,3.3667,0.092,"0"
"2281",0.4360,5.1444,10.5188,0.572,"0"
"2282",0.0000,5.7521,10.6299,0.145,"0"
"2283",0.1293,4.4396,24.6994,0.295,"0"
"2284",0.2274,7.1114,4.1282,0.098,"0"
"2285",0.7125,4.6852,9.0419,0.245,"0"
"2286",0.0934,7.3443,9.0870,0.089,"0"
"2287",0.0151,5.5403,20.9648,0.014,"0"
"2288",0.0526,7.9588,1.4089,0.067,"0"
"2289",0.0129,6.7773,14.6484,0.004,"0"
"2290",0.0000,5.7961,7.2285,0.408,"0"
"2291",0.0000,5.6070,14.1307,0.006,"0"
"2292",0.0000,9.2698,1.9103,0.383,"0"
"2293",0.0000,5.3045,32.8324,0.429,"0"
"2294",0.3959,7.5602,1.1940,0.085,"0"
"2295",0.0000,7.4682,8.2309,0.008,"0"
"2296",0.0711,5.9805,5.2418,0.100,"0"
"2297",0.0000,6.5532,4.6252,0.034,"0"
"2298",0.0000,7.2900,8.7633,0.646,"0"
"2299",0.0000,11.7657,1.4414,0.117,"0"
"2300",0.2242,5.5875,1.0728,0.194,"0"
"2301",0.1133,7.1622,1.8252,0.102,"0"
"2302",0.2083,5.1313,8.3627,0.213,"0"
"2303",0.0165,5.4978,19.2717,0.005,"0"
"2304",0.0530,7.3045,3.8116,0.009,"0"
"2305",0.1396,7.3874,4.3079,0.117,"0"
"2306",0.2104,3.7343,16.5161,0.021,"0"
"2307",0.0000,8.0793,9.3206,0.286,"0"
"2308",0.1966,6.5498,5.8636,0.068,"0"
"2309",0.0555,6.4636,7.0642,0.134,"0"
"2310",0.3925,4.9106,11.9235,0.016,"0"
"2311",0.0842,6.4406,18.1435,0.058,"0"
"2312",0.0599,4.4449,17.8333,0.121,"0"
"2313",0.1769,7.0819,5.2661,0.019,"0"
"2314",0.0958,10.6153,4.0674,0.014,"0"
"2315",0.0179,7.2958,13.6380,0.003,"0"
"2316",0.1153,6.8572,7.6439,0.031,"0"
"2317",0.0000,6.0646,16.4248,0.020,"0"
"2318",0.0000,6.6443,10.6580,0.213,"0"
"2319",0.0000,7.5197,3.7472,0.016,"0"
"2320",0.0000,6.2174,14.4769,0.022,"0"
"2321",0.0000,7.7553,7.9918,0.082,"0"
"2322",0.1063,8.5359,5.3832,0.005,"0"
"2323",0.1730,4.8707,18.0414,0.086,"0"
"2324",0.0000,7.4644,6.1349,0.535,"0"
"2325",0.0000,10.8612,6.0342,0.241,"0"
"2326",0.0000,6.5416,19.9365,0.006,"0"
"2327",0.0000,8.3885,2.0998,0.063,"0"
"2328",0.0212,8.5592,10.2710,0.011,"0"
"2329",0.0240,6.7332,14.6378,0.006,"0"
"2330",0.0000,7.2041,15.0413,0.097,"0"
"2331",0.0000,10.2082,1.4111,0.052,"0"
"2332",0.0387,5.6254,10.8973,0.013,"0"
"2333",0.0000,6.5026,11.7656,0.013,"0"
"2334",0.0000,9.2632,3.1209,0.203,"0"
"2335",0.0000,5.7270,11.9496,0.018,"0"
"2336",0.0921,6.1907,4.0334,0.040,"0"
"2337",0.0000,7.1175,29.0587,0.006,"0"
"2338",0.0352,6.3341,26.8734,0.038,"0"
"2339",0.1829,5.8847,11.1322,0.357,"0"
"2340",0.1427,10.1042,2.4679,0.004,"0"
"2341",0.0000,6.2539,14.2256,0.006,"0"
"2342",0.3454,4.7859,6.1711,0.373,"0"
"2343",0.0269,6.9621,14.5501,0.002,"0"
"2344",0.0000,8.0100,4.9232,0.028,"0"
"2345",0.0346,5.7179,9.3870,0.006,"0"
"2346",0.0671,7.1613,16.0488,0.039,"0"
"2347",0.1445,7.7032,4.3443,0.026,"0"
"2348",0.0680,7.6349,9.0073,0.012,"0"
"2349",0.1072,7.0182,14.6170,0.004,"0"
"2350",0.0000,7.9007,3.6611,0.095,"0"
"2351",0.0215,7.1537,11.9057,0.012,"0"
"2352",0.2918,7.3681,5.1683,0.027,"0"
"2353",0.0000,7.9433,4.9701,0.441,"0"
"2354",0.0130,8.3610,5.4133,0.019,"0"
"2355",0.3638,7.2776,10.0589,0.056,"0"
"2356",0.0000,6.2792,1.8818,0.337,"0"
"2357",0.2264,5.0698,4.4234,0.207,"0"
"2358",0.0000,6.7058,5.6446,0.178,"0"
"2359",0.0477,1.8214,42.5359,0.397,"0"
"2360",0.0000,8.0604,7.4653,0.007,"0"
"2361",0.0684,5.8829,10.0995,0.025,"0"
"2362",0.7353,6.4640,1.3800,0.557,"0"
"2363",0.0000,6.8838,5.9819,0.256,"0"
"2364",0.0000,8.5762,3.1755,0.014,"0"
"2365",0.0859,5.7997,11.2985,0.025,"0"
"2366",0.0000,8.6270,4.5755,0.013,"0"
"2367",0.0000,9.5521,4.5940,0.004,"0"
"2368",0.0649,9.1449,3.8068,0.012,"0"
"2369",0.0000,6.0582,9.6501,0.057,"0"
"2370",0.1026,4.6732,30.2353,0.015,"0"
"2371",0.1172,8.3084,6.4585,0.025,"0"
"2372",0.0000,5.9272,14.3279,0.013,"0"
"2373",0.6339,3.6694,22.8158,0.200,"0"
"2374",0.1104,6.1405,7.2669,0.039,"0"
"2375",0.5708,4.3781,20.0074,0.245,"0"
"2376",0.0000,13.1750,8.6607,0.602,"0"
"2377",0.1557,3.9637,34.1092,0.056,"0"
"2378",0.0178,6.2550,6.7144,0.055,"0"
"2379",0.0000,7.4592,8.5305,0.024,"0"
"2380",0.0631,4.2946,18.1116,0.114,"0"
"2381",0.0000,8.2663,11.3954,0.062,"0"
"2382",0.0000,9.0662,3.9151,0.052,"0"
"2383",0.1129,8.0106,9.9026,0.098,"0"
"2384",0.0000,4.6954,13.9296,0.056,"0"
"2385",0.0000,6.6122,5.9660,0.161,"0"
"2386",0.0000,9.8527,4.5783,0.018,"0"
"2387",0.0914,5.4666,6.4904,0.051,"0"
"2388",0.0000,8.2223,3.4473,0.389,"0"
"2389",0.0000,12.5818,6.7939,0.512,"0"
"2390",0.5818,4.5452,3.5457,0.235,"0"
"2391",0.0065,8.8513,3.5503,0.002,"0"
"2392",0.0000,7.2875,15.8383,0.001,"0"
"2393",0.0776,6.0760,9.4151,0.046,"0"
"2394",0.0000,7.7436,4.4135,0.019,"0"
"2395",0.0000,7.3188,4.5231,0.041,"0"
"2396",0.0000,6.9980,8.2247,0.042,"0"
"2397",0.1317,5.9021,16.4852,0.046,"0"
"2398",0.0480,6.9173,3.6607,0.045,"0"
"2399",0.0000,8.4022,1.2649,0.094,"0"
"2400",0.0000,6.7889,7.5679,0.034,"0"
"2401",0.0000,6.8651,5.7680,0.022,"0"
"2402",0.0000,6.7949,15.0213,0.135,"0"
"2403",0.0000,7.8899,4.8407,0.009,"0"
"2404",0.0000,7.1869,3.5310,0.113,"0"
"2405",0.1590,5.5521,6.6684,0.063,"0"
"2406",0.0131,8.5212,3.8864,0.002,"0"
"2407",0.0847,8.9989,4.2566,0.050,"0"
"2408",0.0000,6.2218,4.8877,0.494,"0"
"2409",0.1650,5.7781,11.4213,0.064,"0"
"2410",0.0286,6.5043,8.3538,0.020,"0"
"2411",0.0000,9.7003,2.2773,0.186,"0"
"2412",0.0000,8.4554,9.4111,0.008,"0"
"2413",0.0274,8.0880,4.4917,0.026,"0"
"2414",0.0000,5.2209,13.3153,0.224,"0"
"2415",0.0000,7.1300,10.2530,0.002,"0"
"2416",0.0502,5.6895,12.2857,0.005,"0"
"2417",0.0000,7.3855,5.0148,0.085,"0"
"2418",0.0000,7.5982,9.4304,0.510,"0"
"2419",0.2894,6.7907,5.3668,0.377,"0"
"2420",0.0000,6.0000,16.1733,0.043,"0"
"2421",0.0935,5.2558,10.9434,0.030,"0"
"2422",0.0000,6.8184,7.7265,0.002,"0"
"2423",0.1391,5.5303,3.9014,0.213,"0"
"2424",0.2089,5.2987,11.9520,0.011,"0"
"2425",0.4449,4.7392,6.0326,0.165,"0"
"2426",0.0291,6.3139,6.3909,0.030,"0"
"2427",0.2310,5.6711,5.4628,0.147,"0"
"2428",0.0813,5.5056,12.1741,0.084,"0"
"2429",0.0000,7.8031,15.4607,0.013,"0"
"2430",0.0000,9.7778,2.4399,0.023,"0"
"2431",0.0000,7.9902,12.3875,0.018,"0"
"2432",0.0000,8.4604,6.9895,0.406,"0"
"2433",0.1519,7.8941,10.9353,0.002,"0"
"2434",0.0000,4.1176,44.2297,0.149,"0"
"2435",0.0000,7.0711,11.8838,0.009,"0"
"2436",0.2794,7.1253,8.9310,0.004,"0"
"2437",0.0000,6.2911,9.6882,0.108,"0"
"2438",0.2432,5.9213,6.7659,0.258,"0"
"2439",0.0000,4.9263,27.8796,0.020,"0"
"2440",0.0000,5.4826,13.9563,0.013,"0"
"2441",0.3242,4.4377,5.1945,0.058,"0"
"2442",0.0000,17.0326,3.0090,0.399,"0"
"2443",0.0000,8.8029,7.8944,0.003,"0"
"2444",0.0000,5.8007,3.0330,0.192,"0"
"2445",0.0486,7.4510,8.1617,0.004,"0"
"2446",0.0000,9.3182,3.2278,0.048,"0"
"2447",0.0000,7.6010,8.5829,0.005,"0"
"2448",0.0000,10.6111,3.8886,0.027,"0"
"2449",0.0363,6.7016,6.3145,0.029,"0"
"2450",0.0024,5.7242,22.1456,0.009,"0"
"2451",0.1607,6.7504,7.2619,0.085,"0"
"2452",0.0000,6.4512,25.2261,0.557,"0"
"2453",0.0000,7.5861,5.8766,0.005,"0"
"2454",0.0000,6.8070,9.7547,0.092,"0"
"2455",0.0000,6.1340,15.4330,0.394,"0"
"2456",0.0215,7.9294,4.0881,0.011,"0"
"2457",0.0000,7.0899,5.8145,0.105,"0"
"2458",0.1267,9.4046,19.0772,0.121,"0"
"2459",0.2922,4.9490,5.8589,0.129,"0"
"2460",0.0538,6.1173,20.2717,0.019,"0"
"2461",0.0385,5.2420,2.2813,0.060,"0"
"2462",0.0000,6.9612,9.8821,0.006,"0"
"2463",0.2096,4.2320,6.4624,0.407,"0"
"2464",0.0000,7.0910,9.3525,0.002,"0"
"2465",0.1724,7.4583,2.3014,0.006,"0"
"2466",0.0000,8.1291,2.7734,0.671,"0"
"2467",0.0000,9.5865,4.7238,0.272,"0"
"2468",0.0000,7.4825,14.1213,0.009,"0"
"2469",0.1852,5.9339,12.0155,0.079,"0"
"2470",0.2574,3.7166,27.6760,0.513,"0"
"2471",0.1634,5.6603,2.9889,0.098,"0"
"2472",0.0000,7.3283,2.9234,0.439,"0"
"2473",0.0000,6.5257,14.0129,0.027,"0"
"2474",0.0000,7.0772,10.9075,0.003,"0"
"2475",0.0000,7.7501,3.9034,0.138,"0"
"2476",0.0000,7.9016,7.0475,0.199,"0"
"2477",0.0000,6.8019,5.8441,0.074,"0"
"2478",0.2579,3.9276,22.6714,0.061,"0"
"2479",0.0035,7.1974,3.2546,0.026,"0"
"2480",0.0000,8.2028,1.9418,0.581,"0"
"2481",0.2327,5.6657,15.1126,0.048,"0"
"2482",0.0000,6.0801,9.7859,0.036,"0"
"2483",0.0000,8.2651,2.2115,0.255,"0"
"2484",0.2676,5.3167,5.7972,0.367,"0"
"2485",0.0000,7.1033,5.0643,0.190,"0"
"2486",0.1100,6.3092,15.3111,0.019,"0"
"2487",0.1275,3.3847,30.2243,0.301,"0"
"2488",0.0500,6.2888,20.3393,0.005,"0"
"2489",0.0938,6.4101,13.3183,0.014,"0"
"2490",0.0000,8.3081,9.6904,0.030,"0"
"2491",0.0380,7.2789,7.8632,0.177,"0"
"2492",0.0000,7.2117,1.4652,0.394,"0"
"2493",0.1668,4.9955,21.8342,0.096,"0"
"2494",0.2333,5.2839,2.1123,0.291,"0"
"2495",0.0000,5.8489,7.8935,0.091,"0"
"2496",0.0000,7.9420,3.6932,0.250,"0"
"2497",0.0000,7.0884,6.6861,0.061,"0"
"2498",0.0000,5.4089,8.4855,0.202,"0"
"2499",0.0517,8.6382,4.9717,0.054,"0"
"2500",0.0000,6.3939,6.6406,0.061,"0"
"2501",0.0000,4.7997,6.3893,0.132,"0"
"2502",0.0000,9.0791,5.8087,0.211,"0"
"2503",0.0053,5.6698,10.2027,0.149,"0"
"2504",0.0000,7.4235,2.9803,0.103,"0"
"2505",0.3528,6.0124,6.8849,0.200,"0"
"2506",0.4158,4.0291,15.5300,0.136,"0"
"2507",0.0231,7.5286,4.9715,0.137,"0"
"2508",0.0000,5.7399,8.4751,0.051,"0"
"2509",0.0000,8.6272,6.7866,0.043,"0"
"2510",0.2260,5.5425,14.8792,0.089,"0"
"2511",0.4259,5.4896,7.7735,0.738,"0"
"2512",0.0000,7.6194,18.1469,0.011,"0"
"2513",0.0000,6.2080,4.6017,0.242,"0"
"2514",0.0000,6.2335,7.9700,0.093,"0"
"2515",0.0000,6.5487,25.9883,0.002,"0"
"2516",0.0000,8.3230,4.9916,0.030,"0"
"2517",0.0962,5.5393,18.1199,0.040,"0"
"2518",0.0000,5.9107,7.1379,0.377,"0"
"2519",0.0000,9.9436,3.4520,0.285,"0"
"2520",0.0000,6.1710,25.5531,0.229,"0"
"2521",0.1926,4.5162,16.5233,0.056,"0"
"2522",0.0993,6.7193,16.6061,0.021,"0"
"2523",0.0256,6.9012,5.1169,0.002,"0"
"2524",0.0000,6.3278,33.5717,0.306,"0"
"2525",0.1863,4.8113,5.8616,0.126,"0"
"2526",0.0000,10.0063,6.6445,0.012,"0"
"2527",0.0000,7.5036,5.8223,0.057,"0"
"2528",0.2127,7.5003,4.9249,0.071,"0"
"2529",0.0182,7.6824,4.0121,0.001,"0"
"2530",0.3860,4.9754,9.8518,0.310,"0"
"2531",0.0000,6.6860,5.5740,0.278,"0"
"2532",0.1996,5.2898,8.2806,0.100,"0"
"2533",0.0000,7.8048,4.2219,0.038,"0"
"2534",0.0000,7.3005,15.9451,0.011,"0"
"2535",0.0570,6.6967,18.2396,0.016,"0"
"2536",0.0454,8.2432,6.2041,0.076,"0"
"2537",0.2459,5.9249,4.8197,0.189,"0"
"2538",0.1338,5.7216,9.6967,0.056,"0"
"2539",0.0000,4.8697,30.4199,0.182,"0"
"2540",0.0452,4.9994,17.8321,0.040,"0"
"2541",0.0533,5.6864,5.6367,0.028,"0"
"2542",0.0000,7.8923,10.5479,0.006,"0"
"2543",0.2939,8.0293,4.4566,0.064,"0"
"2544",0.0509,4.7550,18.9440,0.098,"0"
"2545",0.0000,7.7917,4.3006,0.122,"0"
"2546",0.0000,6.0030,27.9798,0.008,"0"
"2547",0.0000,6.9031,24.0658,0.026,"0"
"2548",0.0000,7.0947,7.0546,0.322,"0"
"2549",0.4835,5.3553,7.1209,0.214,"0"
"2550",0.0000,5.9174,7.9402,0.211,"0"
"2551",0.3993,3.9453,14.8955,0.221,"0"
"2552",0.0000,7.9548,2.6378,0.017,"0"
"2553",0.0000,6.6528,21.0024,0.003,"0"
"2554",0.0856,6.7415,4.6818,0.216,"0"
"2555",0.0210,7.5876,7.6137,0.174,"0"
"2556",0.1276,4.5757,5.0276,0.022,"0"
"2557",0.0000,13.7601,6.3975,0.153,"0"
"2558",0.1828,7.2402,3.9831,0.104,"0"
"2559",0.0000,6.9143,17.9259,0.026,"0"
"2560",0.0333,6.3036,22.0315,0.001,"0"
"2561",0.0298,5.8419,20.4319,0.008,"0"
"2562",0.2123,4.9270,16.7652,0.109,"0"
"2563",0.0000,6.2685,10.5023,0.102,"0"
"2564",0.0000,6.3491,3.6258,0.354,"0"
"2565",0.0000,6.5801,25.0837,0.002,"0"
"2566",0.0000,6.5131,18.4479,0.038,"0"
"2567",0.0565,6.7087,3.1919,0.446,"0"
"2568",0.4526,5.0195,4.2292,0.393,"0"
"2569",0.0978,5.9404,20.0675,0.011,"0"
"2570",0.0000,7.5712,11.5620,0.021,"0"
"2571",0.0000,8.0601,20.8106,0.017,"0"
"2572",0.1758,4.7774,9.0487,0.047,"0"
"2573",0.0000,12.1250,1.6717,0.530,"0"
"2574",0.2789,4.8180,8.2058,0.030,"0"
"2575",0.3099,4.8532,12.1142,0.372,"0"
"2576",0.0000,8.0450,24.1102,0.071,"0"
"2577",0.0618,5.8431,25.4738,0.183,"0"
"2578",0.2550,6.6718,5.5866,0.323,"0"
"2579",0.0000,4.8439,9.2801,0.510,"0"
"2580",0.0324,7.1210,5.3250,0.178,"0"
"2581",0.0000,7.5978,5.6471,0.052,"0"
"2582",0.0000,7.1473,16.1921,0.018,"0"
"2583",0.2020,4.5333,15.5432,0.074,"0"
"2584",0.1462,7.9807,5.3779,0.044,"0"
"2585",0.0000,8.9556,5.3843,0.096,"0"
"2586",0.0000,7.5641,14.6976,0.040,"0"
"2587",0.0000,7.0560,5.1341,0.051,"0"
"2588",0.0000,9.3867,5.4645,0.027,"0"
"2589",0.0081,7.6272,2.1529,0.023,"0"
"2590",0.0000,4.5606,9.2492,0.188,"0"
"2591",0.8224,3.6729,13.4888,0.640,"0"
"2592",0.0001,5.4358,32.5295,0.018,"0"
"2593",0.0000,11.2104,1.3437,0.045,"0"
"2594",0.0606,6.4879,3.8368,0.042,"0"
"2595",0.0144,11.2555,8.9659,0.002,"0"
"2596",0.0000,3.4142,15.6614,0.131,"0"
"2597",0.0000,8.6939,19.6945,0.049,"0"
"2598",0.4034,5.5009,1.4195,0.017,"0"
"2599",0.0000,6.7355,10.8008,0.051,"0"
"2600",0.0000,9.0956,4.9971,0.161,"0"
"2601",0.0815,5.3096,5.5813,0.094,"0"
"2602",0.2032,6.4298,5.8469,0.037,"0"
"2603",0.0000,6.2468,27.7783,0.010,"0"
"2604",0.0000,6.4102,8.8495,0.017,"0"
"2605",0.0000,7.4295,12.6558,0.377,"0"
"2606",0.0000,8.1214,3.0267,0.024,"0"
"2607",0.0000,7.7350,7.5586,0.013,"0"
"2608",0.0000,5.1409,8.6951,0.223,"0"
"2609",0.0000,8.8593,3.1720,0.141,"0"
"2610",0.3335,4.0966,14.1253,0.081,"0"
"2611",0.0000,8.4299,8.0542,0.010,"0"
"2612",0.0000,9.0254,3.1190,0.254,"0"
"2613",0.0000,8.0064,11.4698,0.005,"0"
"2614",0.0000,8.4273,3.8068,0.013,"0"
"2615",0.0000,5.5526,31.4216,0.015,"0"
"2616",0.3537,3.9827,25.0139,0.127,"0"
"2617",0.0305,6.1820,10.0840,0.157,"0"
"2618",0.1282,6.7535,7.6865,0.100,"0"
"2619",0.0000,6.8553,15.3083,0.005,"0"
